location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,S_c674df9c,"Ладно... я должна ему помочь. Не могу смотреть на то, как он мучается. Сделаем это!",,,,,,"S ""%%"""
,C_0ee1d048,"(Ух ты, откуда столько энтузиазма?)",,,,,,"C ""%%"""
,S_feea1a72,"В том, что его штуковина встала, есть и моя вина. Я в ответе за это, а значит — должна помочь ему.",,,,,,"S ""%%"""
,S_4709f008,"(Черт, это даже звучит глупо... я правда собираюсь это сделать...?)",,,,,,"S ""%%"""
,S_f2764213,"Потерпи еще немного, скоро все закончится.",,,,,,"S ""%%"""
,C_4acb820f,(И как ты думаешь его удовлетворять: Поделиться мыслями?),,,,,,"C ""%%"""
,S_5e29cb33,"Сай'мон, ты снова за свое!",,,,,,"S ""%%"""
,C_d7f3a4fa,"(Да нет, мне просто интересно, что ты приготовила для него.)",,,,,,"C ""%%"""
,C_7a1e4b17,"(Мне кажется, самый оптимальный вариант это использовать твою грудь. Ты очень быстро справишься с ним.)",,,,,,"C ""%%"""
,S_4e392490,Если бы мне нужны были твои советы...,,,,,,"S ""%%"""
,C_2d35945d,"(Да ладно тебе, я ведь помочь хочу.)",,,,,,"C ""%%"""
,S_0c7657de,...,,,,,,"S ""%%"""
,C_2ada4ec4,"(Не, ну если ты собиралась использовать свой рот, то это тоже неплохой вариант. Думаю, он будет в восторге.)",,,,,,"C ""%%"""
,S_0c7657de_1,...,,,,,,"S ""%%"""
,S_39c9ecb3,"Идиот, я ничего такого не собиралась делать! Я помогу ему с помощью своих рук!",,,,,,"S ""%%"""
,C_fbc7572e,(...),,,,,,"C ""%%"""
,C_fd85a382,"(Может, все же сиськи?)",,,,,,"C ""%%"""
,S_65560dd3,Нет.,,,,,,"S ""%%"""
,C_7e3f786c,(Ну давай хо...),,,,,,"C ""%%"""
,S_23c7c0b8,Я сказала нет!,,,,,,"S ""%%"""
,S_29ab6ace,САЙ'МОН!,,,,,,"S ""%%"""
,C_10867946,(Да я же молчал!),,,,,,"C ""%%"""
,S_4283e0cd,Вот и продолжай!,,,,,,"S ""%%"""
,C_fbc7572e_1,(...),,,,,,"C ""%%"""
,S_63beaf84,!!!,,,,,,"S ""%%"""
,S_d6f1ab0f,"(Вблизи эта штука еще больше и толще, и у нее такая странная форма... Это так странно, прикасаться к нему.)",,,,,,"S ""%%"""
,S_7f01196d,Нужно приступать!,,,,,,"S ""%%"""
,S_91ae8ddc,*Фап-фап-фап*,,,,,,"S ""%%"""
,Z_0d9350d5,*Скииииир!*,,,,,,"Z ""%%"""
,S_f2764213_1,"Потерпи еще немного, скоро все закончится.",,,,,,"S ""%%"""
,S_259ad97a,(Он так реагирует на мои движения... ему определенно нравится.),,,,,,"S ""%%"""
,S_f20c9126,"Теперь будет все хорошо, тебе не нужно будет больше терпеть эту боль.",,,,,,"S ""%%"""
,narrator_01b39fcf,*Фап-фап-фап*,,,,,,"""%%"""
,Z_0d9350d5_1,*Скииииир!*,,,,,,"Z ""%%"""
,S_e8363e2d,"Тебе нравится, когда я ускоряюсь, да?",,,,,,"S ""%%"""
,S_8def1989,Не сдерживайся.,,,,,,"S ""%%"""
,narrator_9b1daaec,*Фап-фап-фап*,,,,,,"""%%"""
,S_c2e149c8,(Я должна как можно быстрее покончить с этим.),,,,,,"S ""%%"""
,narrator_9b1daaec_1,*Фап-фап-фап*,,,,,,"""%%"""
,S_ffa7c4c2,"(Я могу поспорить, что ему сейчас супер хорошо от моих движений руки, хе-хе-хе.)",,,,,,"S ""%%"""
,narrator_01b39fcf_1,*Фап-фап-фап*,,,,,,"""%%"""
,S_aeed9782,"(Хорошо, что у меня большой опыт в этом, хи-хи. А в ходе последних событий он стал еще разнообразнее.)",,,,,,"S ""%%"""
,Z_f9da8a4a,*Скииииир!!! Скииииир!!!*,,,,,,"Z ""%%"""
,Z_808430c5,*Лизь-лизь*,,,,,,"Z ""%%"""
,S_f939e4b3,Ах... п-прекрати. Ч-что ты делаешь?! Не лижи ее. Т-тебе нельзя ее трогать!,,,,,,"S ""%%"""
,Z_e3cc0114,*Скр*,,,,,,"Z ""%%"""
,S_a2697f95,"Я же хочу тебе помочь, н-не мешай мне!",,,,,,"S ""%%"""
,Z_808430c5_1,*Лизь-лизь*,,,,,,"Z ""%%"""
