location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,S_7c043648,"Думаю, сейчас мне лучше приступить к тренировкам.",,,,,,"S ""%%"""
,C_f37ab85e,"(Ну наконец-то, я уж было подумал, что ты забыла о тренировках.)",,,,,,"C ""%%"""
,C_199e9885,"(Может, мне дать тебе пару советов?)",,,,,,"C ""%%"""
,S_bac23984,"(Не лезь. Это не совсем то дело, в котором мне нужны советы, я сама все знаю.)",,,,,,"S ""%%"""
,S_34fcc3c7,"(Не учи ученого, поешь свинца копченого.)",,,,,,"S ""%%"""
,C_c9fffdba,(Что за детский сад...),,,,,,"C ""%%"""
,S_44a28fc7,(Я все прекрасно помню!),,,,,,"S ""%%"""
,S_9cfe81fc,(Хотя вот с тобой могут возникнуть проблемы...),,,,,,"S ""%%"""
,C_7a7c82a3,(Почему это?),,,,,,"C ""%%"""
,S_02bd0978,"(Будто ты сам не знаешь... Слушай, а ты можешь на время отключиться?)",,,,,,"S ""%%"""
,C_f492bc65,(...),,,,,,"C ""%%"""
,C_8dce8baf,"(Только не говори, что ты серьезно сейчас... Это как — 'отключиться'?)",,,,,,"C ""%%"""
,S_0c8fd864,"(Ну, я не знаю... возможно, ты сам можешь как-то это сделать...)",,,,,,"S ""%%"""
,C_53a0fba9,"(... Нет, конечно... Я могу просто не мешать. Если ты, конечно, не хочешь, чтобы я помог тебе.)",,,,,,"C ""%%"""
,S_6b3fa351,"(Черт... я так и знала... но я попрошу тебя, чтобы ты мне не мешал в этом время, хорошо?)",,,,,,"S ""%%"""
,C_83a29676,(Договорились.),,,,,,"C ""%%"""
,S_e21e932f,Время покончить с этим!,,,,,,"S ""%%"""
,narrator_e0846416,"Сара медленно начала раздеваться, после чего поудобнее легла на кровать. Конечно же, если это можно вообще назвать кроватью. Ведь это было просто ее подобие.",,,,,,"""%%"""
,S_e4136a13,"(Хорошо, что сейчас в комнате только я.)",,,,,,"S ""%%"""
,narrator_71cb58fe,Сара аккуратно коснулась своей промежности. Ее рука была теплая и ощущения приятны.,,,,,,"""%%"""
,S_445a3fdb,(Мммм... я уже так давно этим не занималась...),,,,,,"S ""%%"""
,narrator_70945e06,Она начала медленными движениями трогать свою киску.,,,,,,"""%%"""
,S_9f913ae8,(Ммм... моя вагина такая теплая... и приятная...),,,,,,"S ""%%"""
,narrator_a59347be,"Сара продолжала играться своей рукой, делать это медленно и нежно. По чуть-чуть дыхание Сары начинало учащаться.",,,,,,"""%%"""
,narrator_222a63bf,"Небольшие стоны вырывались из уст Сары, пока она игралась с собой.",,,,,,"""%%"""
,S_ac8354f4,(Как приятно...),,,,,,"S ""%%"""
,narrator_b1298a38,"Вторая рука Сары потянулась к своей груди, чуть-чуть сжимая ее.",,,,,,"""%%"""
,S_ca8d053b,(Ах... моя грудь... ),,,,,,"S ""%%"""
,C_740c2f7b,"(А ты всегда так напряжена, когда делаешь это дело?)",,,,,,"C ""%%"""
,S_0d4ab3e3,"(Ч-черт... я так и знала, что ты подсматриваешь...)",,,,,,"S ""%%"""
,S_389f8f5d,"(Я же тебе сказала, чтобы ты во время этого не мешал мне.)",,,,,,"S ""%%"""
,C_7d717598,"(Нет, это нельзя назвать подглядыванием. Ведь я буквально вижу твоими глазами... да и я не мешать собрался, а помогать.)",,,,,,"C ""%%"""
,S_9c7a760b,"(Я тебе уже говорила, что мне не нужна твоя помощь...)",,,,,,"S ""%%"""
,S_1b210d08,(Вот я как раз из-за этого и не могу расслабиться!),,,,,,"S ""%%"""
,S_3be79d59,"(Эта комната, да и ты еще... все меня тут отвлекает...)",,,,,,"S ""%%"""
,S_345ce048,...,,,,,,"S ""%%"""
,narrator_95727786,"Сара попыталась сделать вид, что ничего не произошло, и начала дальше концентрироваться на процессе.",,,,,,"""%%"""
,S_c2dac653,(Ммм... м-мне необходимо что-то засунуть вовнутрь...),,,,,,"S ""%%"""
,narrator_47d29c6c,После чего Сара залезла двумя пальчиками себе в киску.,,,,,,"""%%"""
,S_34683199,(Ахх... ммм... как приятно... моя киска... такая теплая и приятная... ммм...),,,,,,"S ""%%"""
,narrator_4e12621d,Сара продолжала входить и выходить из своего влагалища.,,,,,,"""%%"""
,S_24842c46,Ахх... не помогает...,,,,,,"S ""%%"""
,S_dff18b53,"Черт... мне ничего в голову не приходит... нужно подумать о чем-то... приятном, что поможет мне расслабиться.",,,,,,"S ""%%"""
,S_48f453b3,"Ммм... я думаю, Рейнор должен мне помочь с этим...",,,,,,"S ""%%"""
,narrator_9f8816db,Сара закрыла глаза и начала представлять Рейнора.,,,,,,"""%%"""
,narrator_f5c7fb39,"Вспоминать его тело, которое она видела так много раз, когда они кувыркались в свободное время. Она пока просто вспоминала, еще не начиная ласкать себя.",,,,,,"""%%"""
,S_a66f9855,"(Ммм... привет, большой парень. Я тебя ждала.)",,,,,,"S ""%%"""
,S_b028b9b4,"(Ага, я уже голая и готовая к играм. Знаю, тебе нравится видеть меня такой.)",,,,,,"S ""%%"""
,S_5358b2a4,"(Ах, да я специально развела ноги. Хи-хи, я тоже люблю мои груди.)",,,,,,"S ""%%"""
,narrator_4993f0fa,"Сара быстро подносит руку к груди и сжимает сосок, начиная играть с ним. У нее начало получаться отстраниться от реальности и погрузиться в фантазию.",,,,,,"""%%"""
,S_a3cd5b33,"(Мммм-мой сосок! Ах, что ты делаешь?)",,,,,,"S ""%%"""
,S_27292391,"(Аааа... они такие чувствительные. П-пожалуйста, аккуратнее с ними.)",,,,,,"S ""%%"""
,narrator_f9babca9,"Вторая рука Сары скользит к паху и она начинает поглаживать свою киску, уже мягче играя с соском ).",,,,,,"""%%"""
,S_880e6e61,"(Я уже вся мокрая, ты же чувствуешь это?)",,,,,,"S ""%%"""
,S_c99e40b1,"(Ммм... и хватит играть со мной, мне нужно нечто посерьезнее!)",,,,,,"S ""%%"""
,S_6e7664f3,(Мммм... как приятно... не останавливайся!),,,,,,"S ""%%"""
,narrator_4755801a,"Пальчики Сары скользят внутрь ее вагины, медленно проникая все глубже. С губ срывается мягкий крик, когда она погружается еще глубже в фантазию.",,,,,,"""%%"""
