location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,narrator_c88f53de,*Шуршание*,,,,,,"""%%"""
,narrator_c88f53de_1,*Шуршание*,,,,,,"""%%"""
,narrator_c88f53de_2,*Шуршание*,,,,,,"""%%"""
,S_8f9f8819,*Невнятная речь*,,,,,,"S ""%%"""
,narrator_c88f53de_3,*Шуршание*,,,,,,"""%%"""
,S_46f229cc,Я... я хочу спать... не трогайте меня...,,,,,,"S ""%%"""
,narrator_c88f53de_4,*Шуршание*,,,,,,"""%%"""
,Z_08fd9db4,*Скри-скри-скри!*,,,,,,"Z ""%%"""
,narrator_c88f53de_5,*Шуршание*,,,,,,"""%%"""
,S_da3c456d,!!!,,,,,,"S ""%%"""
,narrator_091e7cc4,"Сара пришла в себя, когда услышала довольно знакомые ей звуки.",,,,,,"""%%"""
,S_27d55755,Ч-что ты тут делаешь? С-слезь с меня быстро!,,,,,,"S ""%%"""
,Z_85c38d1c,*Скр*,,,,,,"Z ""%%"""
,narrator_c88f53de_6,*Шуршание*,,,,,,"""%%"""
,S_c320ff29,Т-тебе нельзя сюда! Х-хватит ходить по мне!,,,,,,"S ""%%"""
,S_be4803bb,"(Черт, а он довольно таки тяжелый...)",,,,,,"S ""%%"""
,S_a9f223af,Ч-что ты собрался делать???,,,,,,"S ""%%"""
,Z_08fd9db4_1,*Скри-скри-скри!*,,,,,,"Z ""%%"""
,narrator_f6c8f830,"Сара начала протирать глаза, не до конца понимая, что происходит и что этот маленький зерглинг задумал.",,,,,,"""%%"""
,S_da3c456d_1,!!!,,,,,,"S ""%%"""
,S_19985a58,"Т-ты что там задумал??? Эй, а ну быстро прекрати.",,,,,,"S ""%%"""
,Z_85c38d1c_1,*Скр*,,,,,,"Z ""%%"""
,S_814e8a74,П-перестань топтаться по мне... ты не такой уж легенький!,,,,,,"S ""%%"""
,S_da3c456d_2,!!!,,,,,,"S ""%%"""
,narrator_1e4ed9d4,"Но зерглинг почти не обращал внимания на слова Сары, он был сфокусирован на своем деле.",,,,,,"""%%"""
,S_f8827c3a,"Эй, а ну... аххх.. п-прекрати, ты что задумал!",,,,,,"S ""%%"""
,Z_85c38d1c_2,*Скр*,,,,,,"Z ""%%"""
,S_e44650ad,"(Черт, он совсем меня не слушает... ахх... он засунул свою штуку, мне между ног...)",,,,,,"S ""%%"""
,S_ee5498e4,"Аххх... н-нет, остановись... ты не можешь вот так использовать меня...",,,,,,"S ""%%"""
,S_3e73a2fc,(Какой же он шустрый... он с такой скоростью делает это... аххх...),,,,,,"S ""%%"""
,Z_cbaa9583,*Скр-скр-скр*,,,,,,"Z ""%%"""
,S_8aab9721,"С-стой, нет! Ты не можешь просто так взять и делать это!",,,,,,"S ""%%"""
,Z_746e3cb9,*Скр-скр-скр* *cкр-скр-скр*,,,,,,"Z ""%%"""
,narrator_836099e9,"Но слова Сары не давали эффекта, зерглинг все продолжал тереть свой агрегат о ноги Сары.",,,,,,"""%%"""
,S_c1d3f63b,"(Я так и знала, что произойдет что-то подобное. Стуков не мог просто так привести этого зерга.)",,,,,,"S ""%%"""
,Z_cbaa9583_1,*Скр-скр-скр*,,,,,,"Z ""%%"""
,S_aa3a3026,"(Он использует меня как мастурбатор... И ему без разницы, хочу я этого или нет... аххх...)",,,,,,"S ""%%"""
,S_79aeb5b3,"(Ч-черт, скорей бы это все закончилось...)",,,,,,"S ""%%"""
,Z_cbaa9583_2,*Скр-скр-скр*,,,,,,"Z ""%%"""
,S_eb2235e5,(Он так старается... такой напористый... ахх... маленький и такой быстрый...),,,,,,"S ""%%"""
,Z_cbaa9583_3,*Скр-скр-скр*,,,,,,"Z ""%%"""
,S_da3c456d_3,!!!,,,,,,"S ""%%"""
,S_4f88139a,"Е-его штуковина, она набухает! З-значит, все скоро закончится!",,,,,,"S ""%%"""
,Z_a90753af,*Рычит*,,,,,,"Z ""%%"""
,S_e5437ff8,"(Черт, я хоть ее не вижу. но прекрасно чувствую... она набухла просто до огромных размером...)",,,,,,"S ""%%"""
,S_0ad90374,(Аххх... п-почему он использует мои ноги как мастурбатор?),,,,,,"S ""%%"""
,S_83744114,(Черт... он еще сильнее ускорился... э-это вообще возможно?),,,,,,"S ""%%"""
,S_948ce18b,(Ахх... неужели это все из-за меня... я ему так сильно понравилась...? Он так неистово использует меня...),,,,,,"S ""%%"""
,S_c77645aa,"(Черт, не время о таком думать... надо продержаться, он уже почти все... еще чуть-чуть и все закончится...)",,,,,,"S ""%%"""
,Z_06c833d2,СКИИИИИР!!!,,,,,,"Z ""%%"""
,Z_a90753af_1,*Рычит*,,,,,,"Z ""%%"""
,narrator_383b4b7b,"Зерлинг издал пронзительный вой, означающий только одно: он готов осеменить свою самку.",,,,,,"""%%"""
,S_d6cde9a7,"(Сейчас все закончится... аххх... давай уже, начинай!)",,,,,,"S ""%%"""
,Z_06c833d2_1,СКИИИИИР!!!,,,,,,"Z ""%%"""
,Z_1bc44fa8,СКИИИИИР!!!,,,,,,"Z ""%%"""
,Z_d05636f0,СКИИИИИР!!!,,,,,,"Z ""%%"""
,Z_5e7abc01,СКИИИИИР!!!,,,,,,"Z ""%%"""
,S_b116dc79,"(Черт, он все же сделал это... аххх... и, самое главное, я не мешала ему... ахх..)",,,,,,"S ""%%"""
,Z_5435f189,*Хээээээ....*,,,,,,"Z ""%%"""
,S_526717f7,"Н-ну все, ты сделал свои дела, теперь слазь с меня.",,,,,,"S ""%%"""
,Z_87ad9329,*Скир?*,,,,,,"Z ""%%"""
,S_da3c456d_4,!!!,,,,,,"S ""%%"""
,S_4c937975,"Т-только не говори мне, что тебе этого мало!",,,,,,"S ""%%"""
,Z_c4afe305,*Скирн-скрин-скрин*,,,,,,"Z ""%%"""
,S_4d1b9953,"(Аххххх... ненасытный маленький проказник... нет-нет-нет, быть такого не может...)",,,,,,"S ""%%"""
,Z_ae37268b,*Скир-скри-скри!!!*,,,,,,"Z ""%%"""
,narrator_fb851680,"Со стороны Сары было наивно надеяться, что ему будет достаточно всего одного раза.",,,,,,"""%%"""
,narrator_77bbaf0c,Зерглинг продолжил осеменять свою жертву.,,,,,,"""%%"""
,Z_2c4d203d,*Скииирр...*,,,,,,"Z ""%%"""
,S_6c36faca,П-прекращай... х-хватит меня использовать... ты и так уже залил тут все... ах...,,,,,,"S ""%%"""
,S_09036c92,"(Ч-черт, сколько времени уже прошло... он так долго это делает... и с каждым разом испускает не меньше...)",,,,,,"S ""%%"""
,S_49632e18,(Аххх... он меня всю 'запачкал'...),,,,,,"S ""%%"""
,Z_a0ca8dd5,*Скиииир!*,,,,,,"Z ""%%"""
,narrator_dc5b5671,"По виду зерглинга можно было понять, что он очень доволен собой, его работа по осеменению самки была успешно завершена.",,,,,,"""%%"""
,S_6f69f08d,"(Ему вообще без разницы, что мы не похожи с ним...)",,,,,,"S ""%%"""
,S_f4833711,В-все? Т-ты доволен?,,,,,,"S ""%%"""
,Z_f1125bd7,*Скир*,,,,,,"Z ""%%"""
,intro_a21ca2fb,,,,,,,"intro ""%%"""
,narrator_3723c1c0,"Зерглинг наконец-то слез с Сары и оставил ее лежать одну с лужой спермы между ног, сам отправившись отдыхать.",,,,,,"""%%"""
,S_da3c456d_5,!!!,,,,,,"S ""%%"""
,S_d09401f5,К-как ее много! Это все сделал он...???,,,,,,"S ""%%"""
,S_7e50674a,Аххх...{w} этот запах... такой сильный... он бьет прямиком мне в нос.,,,,,,"S ""%%"""
,S_a9e8e741,(У меня от этого запаха кружится голова... аххх...),,,,,,"S ""%%"""
,narrator_d5a2f473,"Во время всего этого действия от взора Сары было скрыто то, сколько он кончил, она могла только чувствовать это.",,,,,,"""%%"""
,S_8b77757c,"(Он такой маленький, но кончил... так обильно...)",,,,,,"S ""%%"""
,S_0aa5081d,(Это вообще нормально?),,,,,,"S ""%%"""
,S_7e38db21,...,,,,,,"S ""%%"""
,S_8c95bd35,"(Хорошо, что все закончилось... Но ч-что мне делать с этой спермой...)",,,,,,"S ""%%"""
,S_7e38db21_1,...,,,,,,"S ""%%"""
,narrator_5399e88a,Из-за зерглинга Сара не смогла выспаться как следует. Энергия снижена.,,,,,,"""%%"""
,narrator_2dad5718,Прошло некоторое время.,,,,,,"""%%"""
,narrator_8f421d40,Сара сильно устала. Она ложится на кровать и быстро засыпает.,,,,,,"""%%"""
,narrator_5a670ba7,"Вы уже видели данную сцену, хотите ли ее пропустить?",,,,,,"""%%"""
